,VAR,RMS,IEMG,MAV,LOG,WL,ACC,DASDV,ZC,WAMP,MYOP,FR,MNP,TP,MNF,MDF,PKF,WENT
0,1.8395460168160895,1.3633761191730627,300.8277572542181,0.6016555145084362,0.4677904477180869,31.120100724905548,0.06224020144981109,0.18871314550837576,11.0,7.0,0.06,2142.894990893641,1.840775624676484,469.3977842925034,30.303855203971054,19.53125,11.71875,0.39949085879115126
1,0.006829715693130737,0.08289293309734609,28.896832793057683,0.057793665586115366,0.22404311798382476,5.059046331470086,0.010118092662940174,0.012687119893015427,31.0,0.0,0.0,29.36385009023275,0.006775969842026055,1.7278723097166442,25.237825454053677,15.625,7.8125,0.284608334258021
2,0.0023879251874479,0.048873003359442516,17.742886376864092,0.03548577275372818,0.18332025496108753,4.204133449067238,0.008408266898134476,0.01044319096716742,45.0,0.0,0.0,2579.35604200726,0.002342352039374991,0.5972997700406227,32.90368340550558,27.34375,27.34375,0.5956877938475429
3,0.0018939524699199892,0.04359149184403661,15.207409242278201,0.0304148184845564,0.17561815428779343,3.3831999120608844,0.006766399824121769,0.0082511628377674,39.0,0.0,0.0,479.78000807730274,0.0018689419120869746,0.4765801875821785,30.652539257311872,31.25,31.25,0.5730312937190439
4,0.0011014767484626535,0.03319544238210011,13.05008766689345,0.0261001753337869,0.17384724093886192,2.6515157025997906,0.005303031405199581,0.006524577689701604,34.0,0.0,0.0,2159.901411140742,0.0010807712145608018,0.27559665971300445,34.18835352433243,31.25,19.53125,0.6828481578445882
5,0.001711151092040223,0.041425495397164516,16.14990630126896,0.03229981260253792,0.1858518658827952,2.4512036274045137,0.004902407254809027,0.006234811932315748,27.0,0.0,0.0,251.832770663623,0.0016870794364687498,0.4302052562995312,38.421323017009286,35.15625,35.15625,0.6726415960962777
6,0.001890991538189208,0.04349102069514723,17.40662279733302,0.034813245594666045,0.19482744570220267,2.504794471889671,0.005009588943779342,0.006303155404288546,23.0,0.0,0.0,7088.871855294624,0.0018548380095594022,0.4729836924376476,36.32003917181243,31.25,31.25,0.7132032550810606
7,0.000984705804505316,0.0313802704337781,11.177937224103035,0.02235587444820607,0.1503059736305447,1.7863991257337266,0.003572798251467453,0.004937532787075789,31.0,0.0,0.0,275.591853264582,0.0009654133498772671,0.2461804042187031,40.45991589012888,31.25,31.25,0.701773823233578
8,0.00020192373916647178,0.014234711979582738,5.618858428424874,0.011237716856849747,0.11986736712701768,1.0455799662943335,0.002091159932588667,0.002735261529011549,36.0,0.0,0.0,350.704059888929,0.00019932725867409043,0.05082845096189306,39.367839848345845,27.34375,27.34375,0.9763317602399989
9,0.0007880066582441951,0.028078362939678116,10.255302866165497,0.020510605732330996,0.15073351044457553,1.5483211183294285,0.003096642236658857,0.004557264122643802,27.0,0.0,0.0,158.1863489744306,0.0007732881754929923,0.19718848475071304,46.40923265687506,39.0625,31.25,0.6035189439428175
10,0.0029105485278222874,0.053970535510907275,20.427883639538443,0.04085576727907689,0.2069055184303062,3.2685588173081257,0.006537117634616251,0.008933261419284645,24.0,0.0,0.0,3275.5372665133114,0.002857876658043353,0.728758547801055,44.28139464831324,39.0625,31.25,0.9496875385594464
11,0.003047836760384345,0.05525906971075823,21.63223878859281,0.04326447757718562,0.21323139953335588,3.8962871687703746,0.007792574337540749,0.00983393779137246,31.0,0.0,0.0,647.2696355064597,0.002999153871854713,0.7647842373229519,47.22080107286131,42.96875,54.6875,1.0759161832159274
12,0.0011374624119226474,0.03375418938960437,13.623649011457173,0.027247298022914347,0.17600639554971,2.451993429622716,0.004903986859245432,0.006487776220637929,29.0,0.0,0.0,733.8196107323436,0.0011188007577909778,0.28529419323669936,48.32894387823566,46.875,50.78125,1.1913749862839798
13,0.000680614862674197,0.026151278027014314,10.419971718024588,0.020839943436049176,0.1568714006982025,1.6059643267399437,0.0032119286534798876,0.003996353259570571,24.0,0.0,0.0,4747.2252206212415,0.0006736147195263497,0.1717717534792192,36.09124890547353,31.25,15.625,0.8891156222941237
14,0.0007539217331918211,0.0274787132602787,11.065644221902321,0.02213128844380464,0.15934775082164127,1.6828487386740973,0.003365697477348195,0.00417482154717301,25.0,0.0,0.0,659.2752418836204,0.0007413771651531915,0.18905117711406383,38.04222115859606,35.15625,15.625,0.9076945264032253
